galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
UGC06446,10.22,80.1,10.8,33.08,21.62,0.0,39.51848681313595
UGC06614,3.23,194.0,16.7,-7.97,37.15,248.5,251.3879340779903
UGC06614,9.18,172.0,8.1,-15.63,83.53,176.71,196.08156950616242
UGC06614,10.64,170.0,10.7,-16.24,92.09,164.32,189.06445488245535
UGC06614,11.58,170.0,6.8,-16.14,99.29,157.52,186.89985045472886
UGC06614,12.52,171.0,6.8,-16.04,107.74,151.54,186.62679550375395
UGC06614,13.57,172.0,12.1,-16.04,120.8,145.51,189.79747548373766
UGC06614,15.76,174.0,19.6,-15.53,131.65,135.02,189.21760964561412
UGC06614,24.94,193.0,23.2,18.69,111.71,107.35,156.05275614355548
UGC06614,26.3,194.0,23.0,21.04,108.26,104.53,151.9520651389773
UGC06614,34.96,201.0,7.2,34.22,92.64,90.67,134.0679935704268
UGC06614,36.84,202.0,17.1,37.39,88.8,88.32,130.70529637317685
UGC06614,47.38,205.0,16.0,54.35,75.25,77.88,121.1683927433223
UGC06614,64.59,204.0,16.0,61.29,63.17,66.7,110.43460961129894
UGC06628,1.1,26.9,8.27,3.02,29.07,0.0,29.22644863817703
UGC06628,2.2,38.0,8.27,-3.24,37.16,0.0,37.30098122033789
UGC06628,3.3,40.5,8.27,12.42,41.22,0.0,43.05049128639533
UGC06628,4.39,41.4,8.27,16.39,45.0,0.0,47.89187926987205
UGC06628,5.5,42.3,8.27,20.17,46.13,0.0,50.34685491666784
UGC06628,6.59,42.3,8.27,25.63,47.72,0.0,54.16728994513201
UGC06628,7.69,42.3,8.27,31.39,46.74,0.0,56.30239515331475
UGC06667,0.87,26.6,4.4,0.0,6.92,0.0,6.92
UGC06667,1.74,45.2,2.7,0.0,10.96,0.0,10.96
UGC06667,2.61,57.0,3.9,8.65,14.33,0.0,16.738321301731546
UGC06667,3.5,69.3,3.0,16.06,16.78,0.0,23.226967085695886
UGC06667,4.37,77.3,3.4,18.32,18.48,0.0,26.021775496687386
UGC06667,5.24,80.7,3.9,22.41,20.02,0.0,30.05009983344481
UGC06667,6.11,84.0,3.0,23.49,21.36,0.0,31.749483460365145
UGC06667,6.98,85.0,3.0,25.65,22.68,0.0,34.23893835970969
UGC06667,7.85,85.7,3.4,24.46,24.0,0.0,34.26793836810146
UGC06786,0.16,160.0,36.0,-1.22,8.07,119.49,119.76841570297238
UGC06786,0.32,177.0,30.9,-1.2,15.74,184.15,184.82535026343112
UGC06786,0.49,180.0,25.3,-1.08,23.42,201.67,203.028204198333
UGC06786,0.65,180.0,32.0,-0.96,30.3,207.64,209.84132386162642
UGC06786,1.3,182.0,4.72,-0.33,55.43,203.18,210.60557020173994
UGC06786,1.46,183.0,10.8,0.44,61.06,200.04,209.1519036489986
UGC06786,1.62,184.0,7.43,0.74,66.51,196.81,207.74576722523136
UGC06786,3.72,206.0,8.42,4.94,126.3,147.67,194.3772684755087
UGC06786,3.89,207.0,4.54,5.38,130.52,144.55,194.830996763862
UGC06786,4.05,209.0,5.36,5.86,134.47,141.56,195.33497920239478
UGC06786,4.22,210.0,2.43,6.37,138.94,138.76,196.46688804986962
UGC06786,4.26,210.0,4.6,6.53,140.05,138.12,196.80898810775895
UGC06786,4.38,211.0,2.8,6.92,143.43,136.21,197.92224584416982
UGC06786,4.54,213.0,2.18,7.46,148.24,133.79,199.82620774062644
UGC06786,4.71,214.0,7.61,7.98,153.86,131.35,202.45839696095592
UGC06786,4.86,215.0,4.7,8.49,158.53,129.31,204.75574985821524
UGC06786,5.02,215.0,2.34,9.0,162.82,127.24,206.8365780030215
UGC06786,5.18,216.0,2.95,9.51,166.08,125.27,208.2440380899295
UGC06786,5.35,217.0,4.48,10.02,168.84,123.26,209.28538792758565
UGC06786,5.51,217.0,3.99,10.53,170.67,121.46,209.74189233436414
UGC06786,5.68,218.0,5.14,11.06,171.8,119.61,209.6285183366042
UGC06786,5.84,218.0,2.51,11.59,172.47,117.97,209.27768610150486
UGC06786,6.0,219.0,3.95,12.13,172.94,116.4,208.8165235320232
UGC06786,6.15,219.0,7.84,12.55,173.44,114.95,208.45248523344594
UGC06786,6.48,219.0,7.74,13.72,174.41,111.99,207.72300450359367
UGC06786,6.64,219.0,6.69,14.25,174.58,110.63,207.17199569439882
UGC06786,6.81,220.0,6.26,14.68,174.53,109.24,206.42093135144992
UGC06786,7.1,220.0,2.52,15.64,174.07,106.99,204.9190928147009
UGC06786,7.13,220.0,11.4,15.74,173.95,106.76,204.70478182006397
UGC06786,8.52,220.0,2.93,20.1,162.17,97.67,190.37475620470272
UGC06786,10.66,225.0,1.79,25.95,149.89,87.32,175.40010547317237
UGC06786,11.99,228.0,5.71,28.72,144.35,82.33,168.64160162901678
UGC06786,12.1,228.0,9.96,29.04,143.9,81.96,168.13082168359256
UGC06786,12.33,228.0,8.24,29.36,143.03,81.19,167.0670721596569
UGC06786,12.78,229.0,1.74,30.21,141.37,79.75,165.1005254382917
UGC06786,14.93,228.0,1.64,33.5,133.3,73.78,155.99560378420927
UGC06786,17.08,226.0,1.34,35.21,125.19,68.98,147.20910501731882
UGC06786,19.23,226.0,1.39,35.84,117.76,65.01,139.20568702463274
UGC06786,21.27,227.0,1.11,35.52,111.0,61.81,131.92098582105882
UGC06786,23.42,227.0,1.37,34.46,106.04,58.91,126.10456494512798
UGC06786,25.57,224.0,2.79,32.87,101.01,56.38,120.25872691825738
UGC06786,27.72,218.0,9.41,31.59,96.03,54.15,114.68178364500615
UGC06786,29.87,215.0,8.18,30.53,91.96,52.16,110.04266490775294
UGC06786,32.02,219.0,5.06,29.67,88.37,50.38,105.96088995473755
UGC06786,34.05,211.0,7.05,29.04,85.42,48.86,102.602132531444
UGC06787,0.12,134.0,41.1,-0.73,7.68,179.06,179.22611109991757
UGC06787,0.24,208.0,35.5,-0.84,14.95,278.38,278.78241067183563
UGC06787,0.35,252.0,27.1,-0.93,21.23,309.46,310.1887641420946
UGC06787,0.47,272.0,11.6,-1.09,27.71,321.2,322.3949010142685
UGC06787,0.59,276.0,12.6,-1.27,33.83,323.58,325.34612061618316
UGC06787,0.71,271.0,16.3,-1.49,39.63,323.15,325.57438397392383
UGC06787,0.83,266.0,11.9,-1.72,45.13,320.31,323.4782394535991
UGC06787,0.94,262.0,12.2,-1.96,49.93,316.84,320.7560320555172
UGC06787,1.06,260.0,12.1,-2.21,54.94,314.79,319.55599165091553
UGC06787,1.18,260.0,11.9,-2.45,59.69,313.21,318.8563982422181
UGC06787,1.3,259.0,8.04,-2.69,64.21,311.21,317.7763746725046
UGC06787,1.42,257.0,10.2,-2.93,68.53,309.11,316.6290225168881
UGC06787,1.53,254.0,9.68,-3.17,72.32,306.55,314.98116419875015
UGC06787,1.66,244.0,4.95,-3.41,76.57,303.54,313.0672844613439
UGC06787,1.89,228.0,9.83,-3.87,83.6,297.2,308.7584442569952
UGC06787,2.01,220.0,18.6,-4.09,87.03,293.4,306.06291673445185
UGC06787,2.13,215.0,4.11,-4.3,90.32,289.39,303.18767207787323
UGC06787,2.24,213.0,16.1,-4.5,93.19,285.56,300.4149458665464
UGC06787,3.1,228.0,9.59,-5.53,112.13,255.35,278.93967143452363
UGC06787,3.79,236.0,7.22,-5.65,121.66,232.68,262.6272272632828
UGC06787,3.9,236.0,7.24,-5.61,122.76,229.34,260.18901840777215
UGC06787,4.14,237.0,8.26,-5.45,124.89,222.83,255.50033953010708
UGC06787,4.25,237.0,4.07,-5.32,125.78,219.95,253.43029278284789
UGC06787,4.37,237.0,4.04,-5.15,126.75,216.93,251.29804993274422
UGC06787,4.49,237.0,1.94,-4.93,127.73,214.04,249.3037893815495
UGC06787,4.61,237.0,1.49,-4.62,128.73,211.23,247.40830665117124
UGC06787,4.72,236.0,2.38,-4.24,129.65,208.76,245.7800596061446
UGC06787,5.16,235.0,2.4,-1.43,133.7,199.77,240.3867463068628
UGC06787,5.43,234.0,4.05,3.32,136.22,194.84,237.75940864664008
UGC06787,5.56,233.0,3.03,4.2,137.4,192.59,236.6163732711665
UGC06787,5.67,233.0,2.48,4.99,138.33,190.72,235.65696976749913
UGC06787,5.79,233.0,3.03,5.73,139.24,188.73,234.60525015438165
UGC06787,5.91,232.0,6.7,6.43,139.93,186.59,233.31861884556065
UGC06787,6.03,232.0,7.44,7.14,140.45,184.7,232.1449377005667
UGC06787,6.2,232.0,1.64,8.18,141.04,182.21,230.56382652098748
UGC06787,6.5,233.0,14.3,9.96,142.01,177.9,227.84743075136925
UGC06787,6.85,235.0,7.57,11.78,143.12,173.33,225.08974143661013
UGC06787,6.98,236.0,3.05,12.31,143.59,171.7,224.16626463408807
UGC06787,7.09,236.0,2.91,12.85,144.05,170.36,223.46824069652496
UGC06787,7.21,237.0,4.07,13.38,144.62,168.93,222.78086475278795
UGC06787,7.22,238.0,2.02,13.48,144.67,168.82,222.73596858163702
UGC06787,7.33,238.0,6.76,13.91,145.21,167.55,222.15407873815866
UGC06787,7.45,239.0,3.49,14.44,145.73,166.2,221.5134002718571
UGC06787,7.56,240.0,10.1,14.86,146.08,164.99,220.86621765222495
UGC06787,8.26,247.0,0.85,17.52,144.87,157.97,215.05531427983826
UGC06787,8.98,252.0,8.91,19.64,141.68,151.5,208.35355048570688
UGC06787,9.09,253.0,7.13,19.85,141.18,150.58,207.3647783496513
UGC06787,9.3,254.0,0.73,20.28,140.17,148.87,205.47794090850724
UGC06787,10.32,253.0,0.96,21.76,134.57,141.32,196.35153398942418
UGC06787,11.38,247.0,1.99,22.29,131.1,134.58,189.19786071729246
UGC06787,12.4,238.0,3.15,22.29,127.84,128.93,182.92855053271484
UGC06787,13.41,229.0,1.67,21.87,125.7,123.98,177.90398337305436
UGC06787,14.43,223.0,3.52,21.55,123.24,119.52,173.02465286773443
UGC06787,15.44,220.0,1.13,21.55,120.61,115.54,168.4062534468361
UGC06787,16.57,220.0,1.12,22.08,117.78,111.53,163.70276631749385
UGC06787,17.58,224.0,1.93,22.61,115.53,108.28,159.9467142519658
UGC06787,18.6,228.0,2.04,23.25,113.08,105.27,156.23514905423812
UGC06787,19.61,234.0,2.55,24.2,110.31,102.52,152.52634690439552
UGC06787,20.62,239.0,2.91,26.01,107.85,99.98,149.34571637646658
UGC06787,21.64,243.0,3.08,28.66,105.68,97.6,146.6813485075727
UGC06787,22.77,245.0,3.6,31.74,103.62,95.14,144.2087084749045
UGC06787,23.78,247.0,2.67,34.4,101.87,93.1,142.22681498226697
UGC06787,24.79,249.0,3.37,36.31,99.95,91.18,140.0793025396686
UGC06787,25.81,250.0,2.08,37.37,97.79,89.36,137.63942240506532
UGC06787,26.82,251.0,1.68,37.79,95.84,87.67,135.27534365138388
UGC06787,27.84,251.0,2.78,37.79,94.22,86.04,133.0728150299677
UGC06787,29.41,248.0,3.4,37.26,91.66,83.72,129.61057672890743
UGC06787,30.99,246.0,2.91,36.63,88.64,81.55,125.8936416186298
UGC06787,32.57,249.0,3.46,35.88,86.0,79.55,122.5217405197951
UGC06787,34.03,252.0,3.23,35.14,84.24,77.83,119.95293285284858
UGC06787,37.19,255.0,4.16,33.12,79.85,74.45,114.0866311186372
UGC06818,0.87,23.4,5.55,3.13,27.44,0.0,27.61793801137225
UGC06818,1.74,28.0,5.2,4.07,38.72,0.0,38.93331863584198
UGC06818,2.61,36.7,4.25,7.08,40.85,0.0,41.45900264116348
UGC06818,3.5,47.6,4.25,10.56,41.42,0.0,42.74494122115505
UGC06818,4.37,63.3,4.75,13.36,40.22,0.0,42.38086832522429
UGC06818,5.24,71.2,5.25,17.35,39.25,0.0,42.91369245357477
UGC06818,6.11,68.1,6.0,19.51,37.01,0.0,41.83754533908508
UGC06818,6.98,74.4,6.0,20.91,34.75,0.0,40.556018049113256
UGC06917,1.74,59.2,3.5,0.0,56.25,0.0,56.25
UGC06917,2.61,71.2,4.0,0.0,59.09,0.0,59.09
UGC06917,3.5,84.5,4.4,6.4,61.72,0.0,62.05093391722642
UGC06917,4.37,93.5,4.5,14.66,63.73,0.0,65.39440725322005
UGC06917,5.24,97.5,3.5,17.89,64.38,0.0,66.8194320538569
UGC06917,6.11,100.0,3.5,20.91,64.3,0.0,67.61448143704128
UGC06917,6.98,101.0,4.0,24.79,64.23,0.0,68.84792662092302
UGC06917,7.85,103.0,3.5,27.59,62.94,0.0,68.72155193241782
UGC06917,8.72,105.0,4.0,29.1,61.95,0.0,68.44422912123417
UGC06917,9.6,110.0,4.9,32.76,60.68,0.0,68.9585382675706
UGC06917,10.47,111.0,6.0,36.86,60.19,0.0,70.57971167410646
UGC06923,0.93,40.5,7.35,9.26,50.64,0.0,51.479677543667655
UGC06923,1.94,53.9,5.9,16.49,55.16,0.0,57.572091329045875
UGC06923,2.87,73.0,4.7,21.98,56.07,0.0,60.22429161061174
UGC06923,3.72,78.4,3.9,25.0,55.82,0.0,61.16267162248556
UGC06923,4.47,79.3,5.3,28.23,53.8,0.0,60.75666959272866
UGC06923,5.16,81.1,5.1,30.82,51.88,0.0,60.34407013120677
UGC06930,1.74,54.7,8.3,0.0,52.62,0.0,52.62
UGC06930,3.5,85.4,7.0,5.24,59.95,0.0,60.17856844425597
UGC06930,5.24,93.8,6.2,17.89,62.66,0.0,65.16385270991886
UGC06930,6.98,98.7,5.2,25.97,65.09,0.0,70.07959046683992
UGC06930,8.72,103.0,5.2,29.85,66.99,0.0,73.33950231628245
UGC06930,10.47,107.0,5.2,34.48,67.16,0.0,75.49394677720856
UGC06930,12.19,109.0,5.2,40.3,63.93,0.0,75.57205105063643
UGC06930,13.94,108.0,7.4,42.57,59.68,0.0,73.30693896214737
UGC06930,15.68,108.0,7.4,40.84,54.03,0.0,67.72847628582826
UGC06930,16.61,108.0,7.4,39.98,51.7,0.0,65.35510997619085
UGC06973,1.74,170.0,4.7,2.96,330.95,134.59,357.2829861608302
UGC06973,2.61,174.0,4.2,15.3,283.41,109.85,304.339186763716
UGC06973,3.5,170.0,4.2,20.26,251.38,94.86,269.4453406537215
UGC06973,4.37,170.0,4.3,23.49,223.34,84.89,240.08091927514775
UGC06973,5.32,171.0,4.8,28.67,203.29,76.94,219.24542549389713
UGC06973,6.28,174.0,4.9,33.19,186.33,70.82,202.07898802201083
UGC06973,6.81,177.0,10.1,32.98,178.04,68.0,193.41644707728452
UGC06973,7.33,178.0,6.3,32.11,170.62,65.55,185.57758215905284
UGC06973,7.85,180.0,7.7,30.71,164.4,63.34,178.83629301682586
UGC06983,1.74,56.9,6.6,0.0,57.53,0.0,57.53
UGC06983,2.61,87.4,4.8,0.0,63.17,0.0,63.17
UGC06983,3.5,92.1,5.7,0.0,61.1,0.0,61.1
UGC06983,4.37,93.5,5.2,8.69,59.01,0.0,59.64642654845301
UGC06983,5.24,98.2,4.4,16.6,57.64,0.0,59.98274418530716
UGC06983,6.11,99.7,4.4,18.86,56.44,0.0,59.50775747749196
UGC06983,6.98,102.0,3.5,23.82,56.03,0.0,60.88311177986881
UGC06983,7.85,107.0,4.4,29.74,55.57,0.0,63.027712159017796
UGC06983,8.72,108.0,4.4,30.17,54.32,0.0,62.13607084455856
UGC06983,9.6,110.0,4.4,31.9,52.55,0.0,61.47448657776655
UGC06983,10.47,113.0,4.4,35.89,51.23,0.0,62.55081933915814
UGC06983,11.35,110.0,5.2,38.26,49.57,0.0,62.61798862946653
UGC06983,12.19,108.0,5.7,39.33,47.76,0.0,61.86975432309393
UGC06983,13.12,109.0,8.6,40.63,45.68,0.0,61.13476343292743
UGC06983,13.94,108.0,9.8,40.95,43.38,0.0,59.65506600448951
UGC06983,14.86,108.0,9.8,40.63,41.42,0.0,58.02080058048148
UGC06983,15.68,109.0,12.3,40.09,39.99,0.0,56.62515518742532
UGC07089,0.87,20.9,4.7,4.05,19.26,0.0,19.68121185293223
UGC07089,1.74,36.4,3.9,8.89,32.89,0.0,34.07028323921009
UGC07089,2.61,43.4,3.9,12.07,42.35,0.0,44.03643264389158
UGC07089,3.5,51.2,4.7,13.47,46.88,0.0,48.7767905873275
UGC07089,4.37,59.7,3.9,14.33,50.13,0.0,52.13794971035973
UGC07089,5.24,64.5,4.4,18.1,50.81,0.0,53.93761303580276
UGC07089,6.11,67.9,3.9,21.23,49.78,0.0,54.11803119109194
UGC07089,6.55,72.8,7.3,22.41,49.26,0.0,54.11797945230401
UGC07089,6.98,70.3,6.1,23.49,48.73,0.0,54.096145888593576
UGC07089,7.85,73.7,6.1,25.32,47.5,0.0,53.82706010920529
UGC07089,8.72,77.6,6.1,26.4,46.22,0.0,53.22826692651189
UGC07089,9.16,79.1,7.3,26.4,45.5,0.0,52.60427739262274
UGC07125,1.44,26.1,3.3,9.09,27.58,0.0,29.03936121886981
UGC07125,2.88,43.0,3.47,16.12,37.24,0.0,40.57920649790974
UGC07125,4.33,48.5,2.35,15.32,39.71,0.0,42.56273604927202
UGC07125,5.76,52.5,2.0,18.34,39.12,0.0,43.20567092408125
UGC07125,7.2,56.4,2.05,17.63,37.66,0.0,41.58235803799491
UGC07125,8.64,58.5,2.21,22.27,36.69,0.0,42.91979729681863
UGC07125,10.08,61.5,2.1,25.8,36.12,0.0,44.38799837793995
UGC07125,11.47,64.6,2.01,29.52,34.86,0.0,45.67986427300326
UGC07125,13.0,65.6,2.12,36.98,33.7,0.0,50.03209369994424
UGC07125,14.42,65.4,2.65,38.39,31.99,0.0,49.971513885412755
UGC07125,15.84,65.5,3.05,37.89,29.33,0.0,47.915561146667166
UGC07125,17.26,65.1,3.22,39.0,27.53,0.0,47.737835099635596
UGC07125,18.68,64.9,3.48,34.46,26.15,0.0,43.258688144695284
UGC07151,0.5,24.2,2.18,-0.51,24.79,0.0,24.795245511992817
UGC07151,1.0,42.0,2.91,-5.39,39.13,0.0,39.49948100924872
UGC07151,1.5,59.4,2.4,-5.79,45.87,0.0,46.233981009642676
UGC07151,2.0,63.9,2.01,7.68,49.56,0.0,50.15153038542294
UGC07151,2.49,66.0,2.0,15.55,48.96,0.0,51.37007007976532
UGC07151,3.0,67.2,2.07,19.33,48.14,0.0,51.875895172999186
UGC07151,3.49,68.7,2.38,19.89,46.88,0.0,50.924910407383145
UGC07151,4.0,71.3,2.91,25.08,45.84,0.0,52.252387505261424
UGC07151,4.49,72.5,3.21,25.36,46.88,0.0,53.29975609700293
UGC07151,5.01,74.0,3.41,26.06,48.01,0.0,54.62676724830053
UGC07151,5.5,76.2,3.17,28.3,47.84,0.0,55.583771012769546
UGC07232,0.21,16.4,3.3,3.43,15.55,0.0,15.923799797786959
UGC07232,0.41,26.2,3.3,6.87,25.1,0.0,26.023199265270982
UGC07232,0.62,35.2,3.3,10.25,25.64,0.0,27.61289734888391
UGC07232,0.82,44.0,3.3,12.77,24.3,0.0,27.451100160102875
UGC07261,0.95,46.8,5.66,3.86,27.74,0.0,28.0072704846438
UGC07261,1.9,63.0,5.66,4.52,51.06,0.0,51.25967225802366
UGC07261,2.86,66.8,5.66,4.73,51.26,0.0,51.47776704558969
UGC07261,3.81,69.6,5.66,12.72,49.4,0.0,51.01135559853316
UGC07261,4.76,73.4,5.66,18.24,44.13,0.0,47.750963341067795
UGC07261,5.72,74.7,5.66,23.64,39.21,0.0,45.78508163146594
UGC07261,6.67,76.1,5.66,29.52,35.32,0.0,46.03186722261003
UGC07323,0.58,23.9,3.87,1.43,21.96,0.0,22.00651040033381
UGC07323,1.17,34.7,3.87,3.24,34.79,0.0,34.940545216123915
UGC07323,1.75,42.8,3.87,-0.61,43.08,0.0,43.08431849292733
UGC07323,2.33,51.3,3.87,-3.66,48.67,0.0,48.80742259124118
UGC07323,2.91,57.7,3.87,9.71,52.39,0.0,53.28223155987369
UGC07323,3.5,67.3,3.87,13.91,55.75,0.0,57.45912112101959
UGC07323,4.07,75.4,3.87,18.68,58.69,0.0,61.59105860431366
UGC07323,4.65,79.5,3.87,24.75,61.08,0.0,65.90393690819995
UGC07323,5.23,82.8,3.87,27.13,61.82,0.0,67.5111050124348
UGC07323,5.82,85.6,3.87,28.72,60.87,0.0,67.30523976630646
UGC07399,0.61,47.3,2.77,2.98,31.89,0.0,32.02893223321689
UGC07399,1.22,70.4,3.27,8.37,39.0,0.0,39.888054602850715
UGC07399,1.84,83.7,2.5,14.43,37.15,0.0,39.8540763285263
UGC07399,2.45,89.1,2.45,17.93,36.43,0.0,40.60332252414819
UGC07399,3.07,91.7,2.48,20.44,35.9,0.0,41.31105905202625
UGC07399,3.68,95.1,3.01,21.54,34.58,0.0,40.74000490917987
UGC07399,4.3,96.9,3.62,21.34,33.94,0.0,40.091385608382254
UGC07399,4.91,100.0,3.9,23.04,32.94,0.0,40.19807458075573
UGC07399,5.52,103.0,4.82,25.45,31.6,0.0,40.57416049655248
UGC07399,6.13,106.0,4.97,25.55,31.05,0.0,40.21075726717914
UGC07524,0.35,14.4,2.82,-0.61,15.45,0.0,15.462037381923508
UGC07524,0.69,24.4,3.97,-1.22,17.95,0.0,17.991411840097484
UGC07524,1.03,29.2,3.26,-2.04,20.19,0.0,20.29279921548528
UGC07524,1.38,32.9,3.73,-1.72,21.43,0.0,21.498913926056822
UGC07524,1.72,37.8,3.41,3.47,22.82,0.0,23.082315741710143
UGC07524,2.07,42.0,3.12,3.53,25.15,0.0,25.396523384116968
UGC07524,2.41,45.1,2.92,4.13,26.82,0.0,27.13612536822455
UGC07524,2.76,47.6,2.79,6.88,28.98,0.0,29.78547968389967
UGC07524,3.1,52.3,2.78,9.39,30.06,0.0,31.49247052868352
UGC07524,3.45,57.3,2.78,11.99,30.89,0.0,33.1353617756016
UGC07524,3.79,61.4,2.93,14.78,31.14,0.0,34.469522770122595
UGC07524,4.14,64.5,3.42,16.87,32.08,0.0,36.24532107734735
UGC07524,4.48,66.4,4.53,18.27,32.77,0.0,37.518872584340805
UGC07524,4.82,66.9,5.46,19.32,33.02,0.0,38.25680070262018
UGC07524,5.17,69.4,4.77,19.78,33.86,0.0,39.21413010637875
UGC07524,5.51,70.2,4.44,19.55,34.37,0.0,39.541110252495436
UGC07524,5.86,70.9,4.24,19.78,34.15,0.0,39.464805840140656
UGC07524,6.2,72.3,4.38,20.48,34.36,0.0,40.000499996875035
UGC07524,6.55,73.9,3.51,21.53,34.78,0.0,40.904636656496535
UGC07524,6.89,75.0,3.22,22.81,35.14,0.0,41.89410101673027
UGC07524,7.25,75.5,3.23,24.09,35.58,0.0,42.96818008712959
UGC07524,7.58,77.1,2.98,25.37,36.1,0.0,44.12308806056077
UGC07524,7.94,77.0,2.79,26.77,36.68,0.0,45.409859061661926
UGC07524,8.27,77.0,2.82,28.28,37.11,0.0,46.65737347944052
UGC07524,8.63,78.2,2.93,29.91,37.49,0.0,47.95944328284055
UGC07524,8.97,79.6,3.14,31.07,37.76,0.0,48.89951431251644
UGC07524,9.3,80.3,3.39,32.12,37.98,0.0,49.741077591865654
UGC07524,9.66,81.2,3.66,33.05,38.12,0.0,50.45232303868673
UGC07524,9.99,82.3,3.9,33.75,38.33,0.0,51.07104267586477
UGC07524,10.35,83.8,4.1,34.21,38.96,0.0,51.84790931175529
UGC07524,10.69,79.0,2.78,34.56,38.32,0.0,51.60248056053119
UGC07559,0.36,9.31,3.23,2.82,9.53,0.0,9.938475738260871
UGC07559,0.72,15.9,3.23,5.91,14.9,0.0,16.02928881766125
UGC07559,1.08,21.4,3.23,7.85,16.55,0.0,18.317341510164624
UGC07559,1.45,26.1,3.23,9.57,17.31,0.0,19.779307369066288
UGC07559,1.8,29.7,3.23,11.59,16.91,0.0,20.500639014430746
UGC07559,2.17,31.1,3.23,14.33,15.67,0.0,21.234354240240037
UGC07559,2.53,32.1,3.23,16.45,15.47,0.0,22.581483565080486
UGC07577,0.19,3.74,3.17,-1.81,3.43,0.0,3.8782728114458376
UGC07577,0.38,5.4,3.17,-1.88,6.16,0.0,6.440496875241847
UGC07577,0.57,7.31,3.17,1.42,8.66,0.0,8.77564812421282
UGC07577,0.75,8.85,3.17,4.71,10.45,0.0,11.462399399776645
UGC07577,0.94,10.7,3.17,5.82,11.68,0.0,13.049704977508112
UGC07577,1.13,12.4,3.17,6.52,12.49,0.0,14.089375429734279
UGC07577,1.32,14.1,3.17,7.99,13.06,0.0,15.310248201776483
UGC07577,1.51,15.9,3.17,8.69,12.91,0.0,15.56226847217333
UGC07577,1.69,17.8,3.17,9.12,11.87,0.0,14.969011323397414
UGC07603,0.34,19.6,2.89,4.29,19.73,0.0,20.19101285225682
UGC07603,0.68,32.5,2.89,6.17,28.0,0.0,28.671743930218128
UGC07603,1.02,41.9,2.89,5.94,31.57,0.0,32.123955235929465
UGC07603,1.37,50.6,2.89,8.81,31.98,0.0,33.17132044402212
UGC07603,1.71,57.0,2.89,15.21,31.44,0.0,34.92588867874374
UGC07603,2.05,60.5,2.89,17.87,29.65,0.0,34.618772364137925
UGC07603,2.39,60.5,2.89,17.46,27.89,0.0,32.90446322309483
UGC07603,2.74,60.0,2.89,15.96,26.14,0.0,30.627131762540223
UGC07603,3.08,61.5,2.89,15.55,24.58,0.0,29.085716425764726
UGC07603,3.42,61.5,2.89,16.29,23.19,0.0,28.339728297921276
UGC07603,3.76,63.0,2.89,16.96,21.99,0.0,27.770518540351382
UGC07603,4.11,64.0,2.89,17.21,20.84,0.0,27.027572957999762
UGC07608,0.6,14.6,6.69,4.56,9.68,0.0,10.70028037015853
UGC07608,1.19,31.5,6.69,6.39,13.08,0.0,14.55742078803797
UGC07608,1.79,44.8,6.69,9.63,14.81,0.0,17.665588017385666
UGC07608,2.38,50.6,6.69,13.15,16.52,0.0,21.114755504149226
UGC07608,2.99,55.6,6.69,14.93,16.97,0.0,22.602783014487397
UGC07608,3.59,61.4,6.69,18.09,16.51,0.0,24.49139032394854
UGC07608,4.18,66.0,6.69,21.26,16.39,0.0,26.844360674078274
UGC07608,4.78,69.3,6.69,24.12,16.26,0.0,29.088863848558955
UGC07690,0.59,45.3,4.31,4.24,45.76,0.0,45.956013752282736
UGC07690,1.18,59.8,4.31,11.75,48.85,0.0,50.24325825421755
UGC07690,1.77,60.7,4.31,15.81,45.2,0.0,47.885238852907484
UGC07690,2.36,58.8,4.31,19.15,42.05,0.0,46.2052486196103
UGC07690,2.95,57.9,4.31,20.97,38.14,0.0,43.524711371817276
UGC07690,3.54,56.9,4.31,21.99,34.5,0.0,40.91222433454334
UGC07690,4.13,55.9,4.31,22.39,31.16,0.0,38.370010424809635
UGC07866,0.33,12.2,4.07,3.43,9.04,0.0,9.66884170932589
UGC07866,0.66,19.4,4.07,3.44,13.22,0.0,13.660234258606256
UGC07866,1.0,23.9,4.07,5.29,17.22,0.0,18.014230485924177
UGC07866,1.33,26.0,4.07,8.85,17.5,0.0,19.610520135886247
UGC07866,1.67,28.2,4.07,11.12,17.11,0.0,20.40604077228113
UGC07866,2.0,30.6,4.07,13.66,16.29,0.0,21.259343828067692
UGC07866,2.32,33.1,4.07,14.34,16.35,0.0,21.747599867571594
UGC08286,0.47,22.2,2.81,-3.85,16.14,0.0,16.59283279009344
UGC08286,0.95,43.4,3.47,-1.38,24.37,0.0,24.409041357660897
UGC08286,1.42,60.2,3.04,-0.63,30.01,0.0,30.016612067320324
UGC08286,1.9,69.6,2.05,8.67,34.64,0.0,35.70852139195909
UGC08286,2.37,72.5,2.0,11.4,38.52,0.0,40.17151229416189
UGC08286,2.84,74.3,2.02,11.54,39.29,0.0,40.94967277036533
UGC08286,3.3,75.8,2.01,12.92,40.32,0.0,42.33944732752189
UGC08286,3.78,77.2,2.05,16.18,39.87,0.0,43.028005996095146
UGC08286,4.25,79.3,2.08,18.85,39.64,0.0,43.89364532594667
UGC08286,4.73,81.3,2.08,23.39,37.47,0.0,44.171178385911325
UGC08286,5.2,81.6,2.03,23.16,35.37,0.0,42.27791976907094
