galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
IC2574,2.84,29.7,2.6,7.58,19.36,0.0,20.791007671587252
IC2574,3.13,33.0,3.4,8.21,19.89,0.0,21.517811226981244
IC2574,3.41,34.8,1.2,8.78,20.19,0.0,22.01645975174029
IC2574,3.7,35.0,0.9,8.64,20.15,0.0,21.924235448471173
IC2574,3.98,39.0,10.2,7.98,20.39,0.0,21.89594711356419
IC2574,4.26,35.9,5.4,7.97,21.28,0.0,22.723540657212734
IC2574,4.55,40.0,4.1,10.01,22.72,0.0,24.82737400531921
IC2574,4.84,38.7,1.4,11.42,24.6,0.0,27.12151175727489
IC2574,5.12,41.8,0.5,12.67,25.34,0.0,28.330981274922337
IC2574,5.41,42.9,0.4,13.13,25.74,0.0,28.895406209292158
IC2574,5.68,44.4,1.7,13.93,26.48,0.0,29.920482950647706
IC2574,5.97,46.1,1.3,14.5,27.15,0.0,30.779416823585205
IC2574,6.26,49.0,0.9,15.98,27.39,0.0,31.710763157010273
IC2574,6.54,51.9,0.6,17.58,27.31,0.0,32.47910867003588
IC2574,6.83,53.1,2.1,18.38,26.75,0.0,32.45592241795016
IC2574,7.1,54.0,0.5,19.29,26.25,0.0,32.57555218258011
IC2574,7.39,55.9,1.1,19.86,26.04,0.0,32.749064108765
IC2574,7.68,58.8,3.6,21.01,25.86,0.0,33.319059110365046
IC2574,7.96,57.3,4.6,21.81,25.77,0.0,33.76046504419037
IC2574,8.25,54.0,9.0,22.49,25.57,0.0,34.0532670972992
IC2574,8.52,63.8,12.0,22.38,25.47,0.0,33.90553494637712
IC2574,8.81,60.5,6.2,22.6,25.41,0.0,34.00629500548391
IC2574,9.1,61.0,5.7,22.95,25.38,0.0,34.217640187482246
IC2574,9.38,66.0,1.3,23.63,25.51,0.0,34.77264729640238
IC2574,9.67,65.2,3.4,24.89,25.74,0.0,35.80586125203526
IC2574,9.96,67.1,4.7,25.8,24.84,0.0,35.81432115788319
IC2574,10.23,67.5,9.3,27.17,23.97,0.0,36.23216526789422
IC4202,0.77,35.1,3.96,2.22,20.98,133.76,135.41353846643253
IC4202,1.59,77.9,3.95,3.89,40.96,176.62,181.3490504524355
IC4202,2.36,115.0,6.7,4.02,58.24,176.92,186.30282982284513
IC4202,3.13,156.0,3.16,0.9,74.68,172.53,188.001365154618
IC4202,3.95,192.0,3.14,0.0,91.45,173.49,196.11701252058683
IC4202,4.73,204.0,2.9,0.0,107.35,174.08,204.51862726900941
IC4202,5.5,209.0,3.36,0.0,120.52,167.74,206.54727788087646
IC4202,6.27,220.0,3.25,0.0,132.68,159.21,207.24817610777666
IC4202,7.08,231.0,3.49,0.0,150.86,150.44,213.0514801638327
IC4202,7.86,235.0,4.65,0.24,170.8,142.84,222.65660376463126
IC4202,8.66,245.0,6.0,0.0,187.59,136.33,231.89626344553292
IC4202,9.45,246.0,5.57,3.8,199.82,130.53,238.70599762050387
IC4202,10.24,239.0,6.95,0.0,208.12,125.41,242.98477832983693
IC4202,11.02,240.0,7.16,3.35,212.98,120.9,244.92552521123642
IC4202,11.79,240.0,4.85,15.63,214.9,116.92,245.14606523458622
IC4202,12.47,246.0,7.68,22.51,214.77,113.67,244.03631266678326
IC4202,13.34,241.0,6.21,30.77,213.03,109.94,241.6927334447604
IC4202,14.11,250.0,5.62,37.16,210.67,106.85,239.12264008244807
IC4202,14.59,242.0,5.1,39.71,209.26,105.08,237.50460648164278
IC4202,14.98,244.0,7.41,41.88,208.03,103.7,236.18659000883179
IC4202,15.75,248.0,5.08,44.73,205.55,101.13,233.40705280689355
IC4202,16.52,249.0,5.22,46.3,203.07,98.75,230.50526544962048
IC4202,17.1,246.0,6.35,46.79,201.06,97.06,228.11197097039866
IC4202,17.88,241.0,16.2,46.99,198.19,94.92,224.71569282095098
IC4202,18.65,247.0,14.6,47.18,195.23,92.94,221.31097781176604
IC4202,19.62,234.0,20.9,47.77,191.47,90.61,217.1471986924998
IC4202,20.78,249.0,10.0,51.51,186.83,88.05,212.86505467079374
IC4202,22.13,236.0,16.1,57.31,181.4,85.32,208.49436083501155
IC4202,23.0,245.0,22.1,59.87,177.88,83.69,205.49872846321944
IC4202,23.58,243.0,4.2,61.24,175.64,82.65,203.54549786227156
IC4202,25.03,238.0,7.76,61.05,170.07,80.22,197.70218966920928
IC4202,25.9,247.0,6.14,60.16,166.98,78.87,194.22158196245852
KK98-251,0.25,4.25,2.0,1.87,2.88,0.0,3.433846240005513
KK98-251,0.41,6.84,2.0,3.32,3.93,0.0,5.14463798532025
KK98-251,0.57,9.56,2.0,4.8,4.8,0.0,6.788225099390856
KK98-251,0.74,12.3,2.0,6.44,6.36,0.0,9.051143574156804
KK98-251,0.9,15.1,2.0,8.03,7.43,0.0,10.940100547984008
KK98-251,1.07,17.5,2.0,9.79,8.56,0.0,13.004526135157713
KK98-251,1.24,19.7,2.0,11.57,9.52,0.0,14.983167221919402
KK98-251,1.4,21.8,2.0,13.11,10.08,0.0,16.537185371156724
KK98-251,1.57,24.4,2.0,14.44,10.55,0.0,17.883402920026153
KK98-251,1.72,27.3,2.0,15.54,10.95,0.0,19.01036822368257
KK98-251,1.89,30.3,2.0,16.53,11.36,0.0,20.057180759019946
KK98-251,2.06,32.6,2.0,17.3,11.57,0.0,20.81237372334064
KK98-251,2.46,33.3,2.0,18.07,12.23,0.0,21.81966544198146
KK98-251,2.79,34.6,2.0,18.07,12.94,0.0,22.22540213359479
KK98-251,3.13,34.2,2.0,17.41,12.45,0.0,21.403518402356188
NGC0024,0.21,17.4,6.51,1.51,18.55,0.0,18.6113567479644
NGC0024,0.32,31.0,8.86,2.27,25.65,0.0,25.750250484218594
NGC0024,0.43,36.1,8.16,3.03,29.58,0.0,29.73478266273355
NGC0024,0.54,46.0,8.52,3.84,33.96,0.0,34.17641291885384
NGC0024,0.64,58.0,6.9,4.53,36.83,0.0,37.10754370744579
NGC0024,0.74,63.4,9.55,5.28,39.62,0.0,39.970273954527755
NGC0024,0.85,71.9,8.52,6.04,43.11,0.0,43.5310659184909
NGC0024,0.96,76.4,6.82,6.8,46.75,0.0,47.24195698740686
NGC0024,1.07,78.1,6.65,7.62,50.04,0.0,50.616854900319524
NGC0024,1.17,80.5,6.14,8.31,52.76,0.0,53.410426884644906
NGC0024,1.28,82.8,5.8,9.07,55.72,0.0,56.45337279560894
NGC0024,1.38,85.6,6.48,9.82,58.31,0.0,59.131112791828976
NGC0024,1.48,88.0,7.5,10.57,61.08,0.0,61.98783187045664
NGC0024,1.59,92.0,8.52,11.19,63.47,0.0,64.44887120811349
NGC0024,1.7,92.4,8.52,11.92,65.59,0.0,66.66434204280426
NGC0024,1.8,95.1,9.2,12.54,66.83,0.0,67.9963271066901
NGC0024,1.91,96.5,8.52,13.26,68.03,0.0,69.31023373211202
NGC0024,2.02,101.0,8.86,13.88,68.59,0.0,69.98030079958217
NGC0024,2.13,99.9,9.55,14.61,69.0,0.0,70.52979583126553
NGC0024,2.23,103.0,8.18,15.23,69.17,0.0,70.82684378115405
NGC0024,2.34,104.0,8.52,15.96,69.56,0.0,71.36746597715236
NGC0024,2.44,107.0,9.2,16.58,69.75,0.0,71.6935066794755
NGC0024,2.54,107.0,9.55,17.3,69.69,0.0,71.80519549447658
NGC0024,2.65,106.0,11.2,17.92,69.65,0.0,71.91834884089039
NGC0024,2.76,107.0,11.2,18.55,69.52,0.0,71.95229600228195
NGC0024,7.07,104.0,3.11,26.32,52.21,0.0,58.469021712356366
NGC0024,8.49,106.0,2.55,24.76,47.19,0.0,53.29121597411716
NGC0024,9.91,109.0,4.95,22.59,43.11,0.0,48.670116087800736
NGC0024,11.27,110.0,2.83,20.52,40.05,0.0,45.00080999271013
NGC0055,1.23,28.7,3.4,13.65,27.5,0.0,30.701343618806
NGC0055,1.84,37.6,2.6,18.65,32.63,0.0,37.58376511207998
NGC0055,2.46,43.1,1.2,21.85,36.38,0.0,42.437329086548324
NGC0055,3.07,50.1,2.8,25.04,38.7,0.0,46.09437709742914
NGC0055,3.68,58.1,4.5,28.73,39.68,0.0,48.98893038228126
NGC0055,4.3,64.6,4.1,32.28,39.98,0.0,51.38481098534858
NGC0055,4.91,68.5,2.7,34.59,39.99,0.0,52.87407871537811
NGC0055,5.52,72.3,0.8,36.37,39.87,0.0,53.96659892933776
NGC0055,6.14,74.2,2.4,37.73,39.71,0.0,54.776244851212645
NGC0055,6.75,78.9,2.6,38.68,39.75,0.0,55.463545685431974
NGC0055,7.37,82.4,2.3,39.3,40.35,0.0,56.32594872702989
NGC0055,7.98,84.3,4.8,39.72,41.04,0.0,57.11357106677887
NGC0055,8.59,85.4,7.3,40.39,41.57,0.0,57.96047791383367
NGC0055,9.21,85.3,4.6,40.44,42.03,0.0,58.32593334015324
NGC0055,9.82,86.8,4.0,39.94,42.44,0.0,58.27827382481399
NGC0055,10.43,85.4,5.7,39.15,42.87,0.0,58.0565190138024
NGC0055,11.05,85.4,7.0,37.71,43.32,0.0,57.43401866489929
NGC0055,11.66,86.2,4.1,36.23,43.95,0.0,56.95801436145751
NGC0055,12.28,86.1,6.2,35.41,44.71,0.0,57.033781217801085
NGC0055,12.89,87.4,2.5,34.67,45.88,0.0,57.50637616821286
NGC0055,13.5,86.5,5.5,33.61,48.0,0.0,58.597202151638605
NGC0100,0.23,6.81,8.19,-0.86,9.67,0.0,9.708166665236027
NGC0100,0.69,20.0,4.09,-1.93,23.77,0.0,23.848224252551802
NGC0100,1.15,33.0,4.0,-3.62,34.7,0.0,34.888313229504234
NGC0100,1.59,42.7,4.0,-4.31,41.73,0.0,41.9519844584258
NGC0100,2.05,49.9,4.0,-3.92,46.7,0.0,46.864233696925
NGC0100,2.51,55.5,4.0,3.21,50.33,0.0,50.432261499956546
NGC0100,2.97,61.9,4.0,7.43,53.12,0.0,53.637107490989855
NGC0100,3.42,67.9,4.0,10.05,55.1,0.0,56.00903944900323
NGC0100,3.88,73.1,4.0,11.97,55.08,0.0,56.365657097207695
NGC0100,4.34,76.1,3.0,13.61,54.16,0.0,55.843868956224725
NGC0100,4.79,77.8,5.34,14.82,53.32,0.0,55.34125766550666
NGC0100,5.24,79.0,4.0,15.7,52.48,0.0,54.778101463997444
NGC0100,5.7,78.5,5.6,16.36,50.92,0.0,53.48360496451226
NGC0100,6.16,79.8,7.15,16.58,49.36,0.0,52.07020261147444
NGC0100,7.16,83.4,5.12,17.02,46.44,0.0,49.460630808755354
NGC0100,7.52,84.6,4.0,17.46,45.44,0.0,48.679001633147735
NGC0100,7.98,86.1,5.53,18.01,44.24,0.0,47.76544462265583
NGC0100,8.44,87.5,10.2,18.77,43.11,0.0,47.0189855271251
NGC0100,8.9,89.0,7.77,19.76,41.91,0.0,46.33471376840478
NGC0100,9.35,90.4,5.16,20.86,40.72,0.0,45.752136562132264
NGC0100,9.62,91.2,13.7,21.63,40.12,0.0,45.579285865401616
NGC0247,1.08,34.6,0.9,2.87,22.18,0.0,22.36491225111335
NGC0247,1.61,47.0,0.8,4.22,29.63,0.0,29.9290043269067
NGC0247,2.15,59.1,3.1,5.53,34.54,0.0,34.97988707814821
NGC0247,2.7,64.4,1.4,7.02,38.17,0.0,38.81017005889049
NGC0247,3.22,67.4,2.3,8.74,41.49,0.0,42.40056249626885
NGC0247,3.77,69.8,0.7,10.74,44.33,0.0,45.61245992050856
NGC0247,4.31,71.3,1.1,12.87,46.65,0.0,48.3927618554676
NGC0247,4.85,73.2,1.7,14.02,48.71,0.0,50.68751818741967
NGC0247,5.38,75.1,3.0,14.25,50.36,0.0,52.3372916762035
NGC0247,5.92,78.5,3.8,15.4,51.67,0.0,53.916128384742166
NGC0247,6.46,81.4,5.0,17.47,52.6,0.0,55.42527311615162
NGC0247,6.99,83.5,7.0,20.12,53.23,0.0,56.90559990018557
NGC0247,7.53,87.1,7.2,23.34,53.67,0.0,58.525417555110195
NGC0247,8.07,90.7,4.8,25.63,54.09,0.0,59.8550332052368
NGC0247,8.62,93.1,1.4,27.36,54.75,0.0,61.20565415057664
NGC0247,9.14,95.9,2.1,29.31,55.29,0.0,62.578432386885495
NGC0247,9.69,98.4,5.2,31.5,55.46,0.0,63.78135777795892
NGC0247,10.23,101.0,8.2,33.45,55.35,0.0,64.67244390001045
NGC0247,10.76,103.0,9.4,35.18,54.98,0.0,65.27199093026043
NGC0247,11.3,104.0,9.4,36.44,54.45,0.0,65.51851722986412
NGC0247,11.84,105.0,8.9,37.01,53.82,0.0,65.3171684934367
NGC0247,12.38,105.0,8.4,37.01,53.2,0.0,64.80725345206352
NGC0247,12.91,105.0,9.0,36.33,52.54,0.0,63.8773864524841
NGC0247,13.48,106.0,8.4,35.29,51.7,0.0,62.596118889273
NGC0247,14.01,108.0,7.7,34.03,50.9,0.0,61.22786048850637
NGC0247,14.54,107.0,9.2,32.65,50.18,0.0,59.86697670669532
NGC0289,1.5,164.0,28.2,3.86,179.05,0.0,179.09160253903588
NGC0289,2.52,194.0,32.0,5.64,226.49,0.0,226.56021208499962
NGC0289,3.46,175.0,25.2,6.85,215.85,0.0,215.95866502643509
NGC0289,4.32,185.0,31.5,7.4,220.68,0.0,220.8040361949935
NGC0289,5.43,175.0,27.9,6.0,221.66,0.0,221.74119058037007
NGC0289,6.38,167.0,27.2,4.74,211.57,0.0,211.6230906588409
NGC0289,7.57,176.0,7.18,7.37,198.06,0.0,198.1970749027341
NGC0289,10.6,185.0,4.29,21.99,170.85,0.0,172.25934691621237
NGC0289,13.57,183.0,4.22,32.44,151.82,0.0,155.24711269456833
NGC0289,16.64,172.0,4.33,38.81,136.17,0.0,141.59267283302478
NGC0289,19.71,161.0,4.24,42.5,127.01,0.0,133.93203537615636
NGC0289,22.68,156.0,5.08,49.56,119.49,0.0,129.36017045443313
NGC0289,25.75,159.0,6.49,54.94,111.5,0.0,124.3006580835355
NGC0289,28.72,173.0,6.97,55.53,105.68,0.0,119.3810843475632
NGC0289,31.79,177.0,6.57,60.71,100.59,0.0,117.49064728734795
NGC0289,34.77,179.0,4.47,65.78,96.09,0.0,116.4486861239748
NGC0289,37.84,181.0,4.26,67.48,92.02,0.0,114.11060774529247
NGC0289,40.81,182.0,4.26,68.67,88.49,0.0,112.0091469479167
NGC0289,43.88,182.0,4.83,68.27,85.15,0.0,109.13897287403799
NGC0289,46.85,180.0,5.5,67.18,82.29,0.0,106.22992280897131
NGC0289,49.92,177.0,8.5,65.98,79.64,0.0,103.42093598493489
NGC0289,52.99,175.0,11.0,65.09,77.21,0.0,100.98560392451985
NGC0289,55.96,172.0,11.6,64.29,75.06,0.0,98.82918445479554
NGC0289,59.03,168.0,12.6,62.6,72.97,0.0,96.14250308786431
NGC0289,62.0,158.0,5.38,59.81,71.15,0.0,92.94922592469504
NGC0289,65.07,158.0,6.5,57.13,69.42,0.0,89.9053574599423
NGC0289,68.05,166.0,15.5,55.14,67.85,0.0,87.43021274136304
NGC0289,71.12,165.0,8.75,53.24,66.34,0.0,85.06170231073442
NGC0300,0.91,33.1,3.9,0.0,31.52,0.0,31.52
NGC0300,1.36,46.7,2.7,0.0,37.5,0.0,37.5
NGC0300,1.82,53.9,4.7,0.0,42.04,0.0,42.04
NGC0300,2.27,58.8,2.5,2.86,46.16,0.0,46.24851565185633
NGC0300,2.72,65.6,2.6,7.4,48.37,0.0,48.932779401951
NGC0300,3.17,70.8,2.7,8.38,49.78,0.0,50.480419966557335
NGC0300,3.63,82.1,4.9,8.42,50.48,0.0,51.177405170641464
NGC0300,4.08,84.1,6.6,9.19,50.65,0.0,51.47697155039329
NGC0300,4.54,83.4,6.2,12.0,50.39,0.0,51.799151537452815
NGC0300,4.99,81.5,2.7,12.98,49.84,0.0,51.50248537692138
NGC0300,5.45,80.8,4.0,13.57,49.05,0.0,50.89250828953118
NGC0300,5.9,82.8,12.4,15.44,48.12,0.0,50.53640272120681
NGC0300,6.36,88.2,11.7,20.16,47.07,0.0,51.20557098597769
NGC0300,6.81,88.5,8.5,24.2,45.98,0.0,51.959603539673004
NGC0300,7.26,88.4,8.9,27.05,44.86,0.0,52.38436885178631
NGC0300,7.71,88.2,10.8,28.23,43.73,0.0,52.05041594454361
NGC0300,8.17,89.5,3.1,27.84,42.59,0.0,50.88195849218071
NGC0300,8.62,89.7,9.5,26.95,41.5,0.0,49.48285056461481
NGC0300,9.07,93.7,7.3,26.46,40.45,0.0,48.335640059897834
NGC0300,9.53,97.0,5.7,26.26,39.41,0.0,47.357530552173
NGC0300,9.96,96.2,1.5,25.18,38.5,0.0,46.003069462808675
NGC0300,10.45,94.8,2.1,24.1,37.5,0.0,44.57645118221055
NGC0300,10.93,92.5,13.9,23.02,36.62,0.0,43.25441942738337
NGC0300,11.32,92.8,10.6,22.03,35.97,0.0,42.18011142706951
NGC0300,11.8,93.5,12.1,21.74,35.19,0.0,41.36379697271516
NGC0801,1.17,123.0,6.2,2.58,183.66,0.0,183.67812063498474
NGC0801,1.56,142.0,6.2,3.43,210.66,0.0,210.68792205534706
NGC0801,1.96,205.0,6.2,4.28,232.37,0.0,232.4094131054076
NGC0801,2.73,228.0,6.2,5.96,264.64,0.0,264.70710455142677
NGC0801,3.52,238.0,6.2,7.61,281.54,0.0,281.64283001702705
NGC0801,10.59,229.0,4.2,23.2,269.17,0.0,270.16796423706495
NGC0801,17.65,225.0,6.9,37.46,243.6,0.0,246.46340823740957
NGC0801,24.61,220.0,4.0,47.21,226.69,0.0,231.55375229090976
NGC0801,31.67,222.0,2.4,59.26,219.45,0.0,227.31047072231408
NGC0801,38.74,219.0,4.1,61.77,202.4,0.0,211.61590890100868
NGC0801,45.8,214.0,4.7,58.45,183.36,0.0,192.45075240175083
NGC0801,52.86,216.0,2.6,58.96,169.7,0.0,179.65069329117546
NGC0801,59.82,216.0,8.8,66.89,158.21,0.0,171.7692527782548
NGC0891,0.92,234.0,12.0,-5.19,121.44,254.98,282.470193294797
NGC0891,2.32,192.0,12.0,-10.42,280.89,185.98,337.04054489037367
NGC0891,3.24,212.0,6.3,-11.44,325.09,158.37,361.794746506911
NGC0891,4.17,223.0,4.41,-11.64,311.44,139.66,341.5190753091253
NGC0891,5.1,222.0,4.01,-11.54,293.95,126.35,320.16260962204814
NGC0891,6.03,224.0,3.85,-11.44,280.55,116.3,303.9158865541583
NGC0891,6.96,224.0,3.23,-9.02,271.7,108.06,292.53925206713717
NGC0891,7.89,226.0,3.4,6.44,260.33,101.6,279.5277132951221
NGC0891,8.8,226.0,3.21,16.24,254.4,96.17,272.4550724431461
NGC0891,9.73,227.0,2.75,25.64,241.26,91.46,259.2850338912757
NGC0891,10.64,227.0,2.65,32.27,231.49,87.46,249.55605502571962
NGC0891,11.58,224.0,2.35,35.44,224.36,83.84,242.12093837584558
NGC0891,12.52,220.0,2.43,42.18,213.5,80.63,232.08317323752706
NGC0891,13.46,218.0,2.3,46.37,208.0,77.76,226.8497178750725
NGC0891,14.4,217.0,2.77,49.33,200.84,75.18,220.0504189952839
NGC0891,15.33,216.0,4.43,49.33,193.84,72.86,212.87548966473335
NGC0891,16.27,210.0,4.47,47.29,188.07,70.73,206.4204493261266
NGC0891,17.11,208.0,4.35,45.04,182.56,68.97,200.283838838784
NGC1003,1.25,47.0,7.6,2.05,56.98,0.0,57.01686504886076
NGC1003,2.08,59.5,4.5,6.07,64.63,0.0,64.91441904538621
NGC1003,2.9,71.6,3.7,10.81,74.91,0.0,75.68595774646707
NGC1003,3.73,77.6,3.1,14.74,77.71,0.0,79.09558584396477
NGC1003,4.56,83.4,3.6,17.0,79.57,0.0,81.36574770749667
NGC1003,5.39,89.7,3.8,19.26,79.39,0.0,81.69283750733598
NGC1003,6.22,93.8,2.4,21.62,73.38,0.0,76.49868495601739
NGC1003,7.04,99.0,3.0,23.59,69.52,0.0,73.41334006840991
NGC1003,7.87,103.0,2.5,27.03,65.95,0.0,71.27428287959128
NGC1003,8.7,100.0,2.3,28.5,62.8,0.0,68.96441111181912
NGC1003,9.54,98.3,2.0,29.19,59.81,0.0,66.5529278093759
NGC1003,10.34,98.4,1.7,29.29,56.87,0.0,63.969531810073455
NGC1003,11.21,94.5,1.8,30.27,54.18,0.0,62.062430664613835
NGC1003,11.98,94.9,2.4,31.35,52.09,0.0,60.79630416398681
NGC1003,12.85,95.3,1.6,32.24,49.97,0.0,59.46779380471416
NGC1003,13.72,96.9,1.8,32.83,48.07,0.0,58.21111405908669
NGC1003,14.49,97.2,1.3,33.03,46.57,0.0,57.09418359167596
NGC1003,15.36,100.0,1.8,33.12,45.03,0.0,55.8984373663522
NGC1003,16.13,104.0,2.7,32.83,43.81,0.0,54.746004420414096
NGC1003,17.0,104.0,3.2,33.52,42.53,0.0,54.151558610994755
NGC1003,17.78,105.0,3.4,32.34,41.49,0.0,52.60509195885889
NGC1003,18.65,109.0,3.9,31.65,40.42,0.0,51.33711035888171
NGC1003,19.52,110.0,3.8,29.88,39.42,0.0,49.46464191723215
NGC1003,20.29,107.0,3.8,29.39,38.61,0.0,48.5232336103026
NGC1003,21.16,106.0,3.8,29.0,37.75,0.0,47.603177414958346
NGC1003,21.93,106.0,4.0,27.91,37.04,0.0,46.378116606865355
NGC1003,22.8,108.0,3.4,27.03,36.29,0.0,45.25024861810154
NGC1003,23.67,109.0,3.2,25.65,35.58,0.0,43.86181596787802
NGC1003,24.44,110.0,3.3,26.24,34.99,0.0,43.73600004572892
NGC1003,25.31,110.0,2.7,25.85,34.35,0.0,42.9900569899599
NGC1003,26.08,110.0,2.4,25.26,33.82,0.0,42.2120835780467
NGC1003,26.95,113.0,2.5,26.83,33.25,0.0,42.72483352805485
NGC1003,27.73,114.0,2.2,30.76,32.76,0.0,44.93768129309744
NGC1003,28.6,112.0,1.7,31.75,32.24,0.0,45.24908949360197
NGC1003,29.47,113.0,1.8,34.6,31.75,0.0,46.95979663499406
NGC1003,30.24,115.0,1.6,37.45,31.33,0.0,48.82695362194943
NGC1090,0.35,20.9,9.81,-0.82,48.76,0.0,48.76689450846752
NGC1090,1.07,61.7,8.19,-2.5,98.26,0.0,98.2917982336268
NGC1090,1.6,81.3,4.32,-3.73,114.22,0.0,114.28088772843864
NGC1090,3.7,124.0,3.41,-7.4,144.04,0.0,144.2299608264524
NGC1090,5.09,156.0,7.02,-9.39,154.24,0.0,154.52556325734588
NGC1090,6.61,166.0,6.34,-10.89,166.19,0.0,166.54641455161982
NGC1090,8.17,165.0,12.1,-5.79,171.87,0.0,171.96749983645165
NGC1090,9.11,174.0,4.84,9.64,169.05,0.0,169.32463524248325
NGC1090,10.37,164.0,5.86,17.85,166.21,0.0,167.16574589311054
NGC1090,11.28,176.0,7.35,22.68,167.76,0.0,169.28614828154133
NGC1090,13.62,174.0,3.28,31.86,164.88,0.0,167.92996754599818
NGC1090,15.04,168.0,2.23,35.59,159.31,0.0,163.23701847313924
NGC1090,16.37,166.0,2.23,38.11,153.0,0.0,157.67489368951544
NGC1090,17.59,167.0,4.59,40.13,146.12,0.0,151.53043027722188
NGC1090,18.8,167.0,5.3,41.74,140.2,0.0,146.28146704213765
NGC1090,20.13,165.0,3.48,42.85,134.43,0.0,141.09410831072998
NGC1090,21.35,165.0,3.12,43.55,129.7,0.0,136.81627278946024
NGC1090,22.57,165.0,2.39,44.16,125.69,0.0,133.22192649860608
NGC1090,23.89,165.0,2.23,45.07,121.68,0.0,129.75872725947954
NGC1090,25.11,163.0,2.23,46.68,118.15,0.0,127.03717920357016
NGC1090,26.33,162.0,2.23,48.39,114.89,0.0,124.66476727608327
NGC1090,27.65,162.0,2.23,50.01,111.67,0.0,122.35681019052434
NGC1090,28.87,162.0,2.23,51.42,108.99,0.0,120.51073188724729
NGC1090,30.09,160.0,2.23,52.53,106.1,0.0,118.391768717255
NGC1705,0.22,50.2,7.5,5.62,33.24,0.0,33.71174869389009
NGC1705,0.66,62.2,7.51,13.36,44.88,0.0,46.8263173867004
NGC1705,1.11,72.4,5.35,17.38,43.65,0.0,46.98283622771192
NGC1705,1.55,73.2,3.31,17.38,39.37,0.0,43.03558178995608
NGC1705,2.0,72.9,3.21,17.17,35.3,0.0,39.2542851164048
NGC1705,2.45,72.6,2.73,16.22,31.81,0.0,35.70664503982417
NGC1705,2.89,71.5,3.41,15.26,28.94,0.0,32.71683358761969
NGC1705,3.34,71.1,4.38,14.31,26.66,0.0,30.257754378010276
NGC1705,3.78,71.4,4.6,13.46,24.88,0.0,28.287559102898925
NGC1705,4.22,71.5,5.68,13.36,23.42,0.0,26.962677908546105
NGC1705,4.66,71.5,6.2,13.36,22.2,0.0,25.910028946336592
NGC1705,5.11,71.3,6.43,13.46,21.14,0.0,25.06134872667471
NGC1705,5.56,71.8,9.68,13.46,20.22,0.0,24.290327292978166
NGC1705,6.0,71.5,10.5,14.31,19.44,0.0,24.13896642360646
NGC2366,0.12,4.2,3.15,-0.46,3.95,0.0,3.9766946073340863
NGC2366,0.36,9.41,1.83,-0.53,11.2,0.0,11.2125331660602
NGC2366,0.59,15.3,1.37,1.73,15.88,0.0,15.973956929953205
NGC2366,0.83,18.4,1.64,4.19,19.68,0.0,20.121095894607727
NGC2366,1.07,23.4,2.08,6.57,22.21,0.0,23.16136869876217
NGC2366,1.31,28.1,2.46,9.69,23.33,0.0,25.26232372526328
NGC2366,1.54,33.1,2.01,12.94,22.77,0.0,26.190007636501367
NGC2366,1.79,37.5,1.62,15.67,22.48,0.0,27.402541852901166
NGC2366,2.02,40.5,1.68,17.89,22.28,0.0,28.573597953355474
NGC2366,2.26,42.3,1.69,19.31,22.0,0.0,29.2724460884293
NGC2366,2.49,45.2,1.91,20.12,21.29,0.0,29.29297697401205
NGC2366,2.74,47.4,1.95,21.03,20.52,0.0,29.382499893644177
NGC2366,2.97,48.1,1.74,22.14,19.83,0.0,29.722188681185642
NGC2366,3.21,48.8,1.08,23.15,19.12,0.0,30.02493796829562
NGC2366,3.44,50.7,1.55,23.96,18.46,0.0,30.246540298024172
NGC2366,3.69,52.1,2.78,24.56,17.79,0.0,30.32618835264333
NGC2366,3.92,53.0,2.98,25.07,17.2,0.0,30.403040966324404
NGC2366,4.16,53.7,2.39,25.27,16.63,0.0,30.251112376241636
NGC2366,4.4,51.2,2.21,25.47,16.1,0.0,30.131891742803006
NGC2366,4.64,51.6,1.45,25.68,15.61,0.0,30.052196259175467
NGC2366,4.87,51.5,1.84,26.18,15.18,0.0,30.262597376960226
NGC2366,5.11,50.4,2.53,26.59,14.76,0.0,30.41193351301426
NGC2366,5.35,48.5,4.6,26.69,14.37,0.0,30.312588144201744
NGC2366,5.59,50.0,5.91,26.59,14.01,0.0,30.05508609204106
NGC2366,5.82,49.0,7.42,26.28,13.7,0.0,29.636605743573266
NGC2366,6.06,49.4,5.92,26.18,13.37,0.0,29.396416448267974
NGC2403,0.16,24.5,2.83,0.0,23.21,0.0,23.21
NGC2403,0.26,35.3,2.46,0.0,35.33,0.0,35.33
NGC2403,0.36,43.2,1.12,1.92,46.97,0.0,47.00922569028339
NGC2403,0.46,52.0,1.25,2.29,56.68,0.0,56.726241722856976
NGC2403,0.56,60.9,2.93,2.64,63.77,0.0,63.8246229914443
NGC2403,0.66,65.8,1.25,3.0,67.56,0.0,67.62657465819188
NGC2403,0.76,71.7,1.25,3.34,70.83,0.0,70.9087053893949
NGC2403,0.86,74.6,1.6,3.68,72.8,0.0,72.89295164829038
NGC2403,0.96,74.6,1.03,4.02,74.87,0.0,74.9778453944897
NGC2403,1.06,76.6,1.12,4.37,77.12,0.0,77.24371366007722
NGC2403,1.16,78.5,1.6,4.75,79.47,0.0,79.61182952300493
NGC2403,1.27,83.4,1.8,5.15,82.18,0.0,82.34121021699889
NGC2403,1.36,86.4,1.6,5.51,85.19,0.0,85.36800454502846
